FirstName,LastName,EmailAddress,JoinTime,LeaveTime,MeetingID,MeetingTopic,HostName,ParticipantRole
Joshua,Cain,joshua.cain@example.com,2025-04-10 09:08:57,2025-04-10 10:54:57,9876543210,Power Query in Excel,Jay Sudha,Attendee
Patty,Lawrence,patty.lawrence@example.com,2025-04-10 09:03:40,2025-04-10 10:53:40,9876543210,Power Query in Excel,Jay Sudha,Attendee
Bethany,Hayes,bethany.hayes@example.com,2025-04-10 09:28:37,2025-04-10 10:50:37,9876543210,Power Query in Excel,Jay Sudha,Attendee
Wendy,Stark,wendy.stark@example.com,2025-04-10 09:10:56,2025-04-10 10:59:56,9876543210,Power Query in Excel,Jay Sudha,Attendee
Michael,Nguyen,michael.nguyen@example.com,2025-04-10 09:06:46,2025-04-10 10:59:46,9876543210,Power Query in Excel,Jay Sudha,Attendee
Tom,Mccoy,tom.mccoy@example.com,2025-04-10 09:03:56,2025-04-10 10:36:56,9876543210,Power Query in Excel,Jay Sudha,Attendee
John,Dennis,john.dennis@example.com,2025-04-10 09:01:37,2025-04-10 10:54:37,9876543210,Power Query in Excel,Jay Sudha,Attendee
Janice,Watson,janice.watson@example.com,2025-04-10 09:03:59,2025-04-10 10:38:59,9876543210,Power Query in Excel,Jay Sudha,Attendee
Marvin,Cabrera,marvin.cabrera@example.com,2025-04-10 09:05:49,2025-04-10 10:38:49,9876543210,Power Query in Excel,Jay Sudha,Attendee
Krista,Wyatt,krista.wyatt@example.com,2025-04-10 09:03:26,2025-04-10 10:29:26,9876543210,Power Query in Excel,Jay Sudha,Attendee
Brandon,Berry,brandon.berry@example.com,2025-04-10 09:00:56,2025-04-10 10:57:56,9876543210,Power Query in Excel,Jay Sudha,Attendee
Carrie,Jones,carrie.jones@example.com,2025-04-10 09:36:28,2025-04-10 10:55:28,9876543210,Power Query in Excel,Jay Sudha,Attendee
Cynthia,Obrien,cynthia.obrien@example.com,2025-04-10 09:08:29,2025-04-10 10:31:29,9876543210,Power Query in Excel,Jay Sudha,Co-Host
David,Davis,david.davis@example.com,2025-04-10 09:39:19,2025-04-10 10:56:19,9876543210,Power Query in Excel,Jay Sudha,Attendee
Tina,Johnson,tina.johnson@example.com,2025-04-10 09:00:53,2025-04-10 10:59:53,9876543210,Power Query in Excel,Jay Sudha,Co-Host
James,Arellano,james.arellano@example.com,2025-04-10 09:00:22,2025-04-10 10:49:22,9876543210,Power Query in Excel,Jay Sudha,Attendee
Timothy,Acosta,timothy.acosta@example.com,2025-04-10 09:00:00,2025-04-10 11:00:00,9876543210,Power Query in Excel,Jay Sudha,Attendee
Sharon,Johnson,sharon.johnson@example.com,2025-04-10 09:01:02,2025-04-10 10:49:02,9876543210,Power Query in Excel,Jay Sudha,Attendee
Christine,Huff,christine.huff@example.com,2025-04-10 09:14:31,2025-04-10 10:42:31,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Jeffrey,Lucas,jeffrey.lucas@example.com,2025-04-10 09:00:35,2025-04-10 10:52:35,9876543210,Power Query in Excel,Jay Sudha,Attendee
Ryan,Brown,ryan.brown@example.com,2025-04-10 09:11:57,2025-04-10 10:52:57,9876543210,Power Query in Excel,Jay Sudha,Attendee
Benjamin,Garcia,benjamin.garcia@example.com,2025-04-10 09:07:58,2025-04-10 10:50:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
James,Howard,james.howard@example.com,2025-04-10 09:01:40,2025-04-10 10:57:40,9876543210,Power Query in Excel,Jay Sudha,Host
Mary,Sellers,mary.sellers@example.com,2025-04-10 09:16:03,2025-04-10 10:53:03,9876543210,Power Query in Excel,Jay Sudha,Attendee
Heidi,Harris,heidi.harris@example.com,2025-04-10 09:01:26,2025-04-10 10:55:26,9876543210,Power Query in Excel,Jay Sudha,Attendee
Brian,Lowe,brian.lowe@example.com,2025-04-10 09:06:32,2025-04-10 10:58:32,9876543210,Power Query in Excel,Jay Sudha,Attendee
Fernando,Moreno,fernando.moreno@example.com,2025-04-10 09:28:51,2025-04-10 10:55:51,9876543210,Power Query in Excel,Jay Sudha,Attendee
Candice,Ramos,candice.ramos@example.com,2025-04-10 09:04:00,2025-04-10 10:36:00,9876543210,Power Query in Excel,Jay Sudha,Attendee
Alexander,Maldonado,alexander.maldonado@example.com,2025-04-10 09:05:58,2025-04-10 10:34:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Samantha,Banks,samantha.banks@example.com,2025-04-10 09:34:43,2025-04-10 10:59:43,9876543210,Power Query in Excel,Jay Sudha,Attendee
Mary,King,mary.king@example.com,2025-04-10 09:26:31,2025-04-10 10:44:31,9876543210,Power Query in Excel,Jay Sudha,Attendee
Stephen,Miller,stephen.miller@example.com,2025-04-10 09:00:50,2025-04-10 10:24:50,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Brandon,Campbell,brandon.campbell@example.com,2025-04-10 09:25:13,2025-04-10 10:54:13,9876543210,Power Query in Excel,Jay Sudha,Attendee
Kathleen,Olson,kathleen.olson@example.com,2025-04-10 09:04:05,2025-04-10 10:55:05,9876543210,Power Query in Excel,Jay Sudha,Attendee
Keith,Howard,keith.howard@example.com,2025-04-10 09:10:24,2025-04-10 10:59:24,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jennifer,Hughes,jennifer.hughes@example.com,2025-04-10 09:09:02,2025-04-10 10:28:02,9876543210,Power Query in Excel,Jay Sudha,Attendee
Maria,Miller,maria.miller@example.com,2025-04-10 09:03:32,2025-04-10 10:58:32,9876543210,Power Query in Excel,Jay Sudha,Attendee
Holly,Moore,holly.moore@example.com,2025-04-10 09:03:16,2025-04-10 10:54:16,9876543210,Power Query in Excel,Jay Sudha,Attendee
Dana,Gray,dana.gray@example.com,2025-04-10 09:15:13,2025-04-10 10:35:13,9876543210,Power Query in Excel,Jay Sudha,Attendee
Anthony,Savage,anthony.savage@example.com,2025-04-10 09:28:17,2025-04-10 10:50:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Robert,Bates,robert.bates@example.com,2025-04-10 09:38:44,2025-04-10 10:54:44,9876543210,Power Query in Excel,Jay Sudha,Attendee
Gabriel,Brown,gabriel.brown@example.com,2025-04-10 09:01:35,2025-04-10 10:27:35,9876543210,Power Query in Excel,Jay Sudha,Attendee
Eric,Rose,eric.rose@example.com,2025-04-10 09:11:58,2025-04-10 10:56:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Rebecca,Munoz,rebecca.munoz@example.com,2025-04-10 09:33:15,2025-04-10 10:51:15,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Nicole,Simpson,nicole.simpson@example.com,2025-04-10 09:00:00,2025-04-10 10:16:00,9876543210,Power Query in Excel,Jay Sudha,Attendee
Mary,Williams,mary.williams@example.com,2025-04-10 09:02:39,2025-04-10 10:56:39,9876543210,Power Query in Excel,Jay Sudha,Attendee
Nancy,Burnett,nancy.burnett@example.com,2025-04-10 09:28:04,2025-04-10 10:59:04,9876543210,Power Query in Excel,Jay Sudha,Attendee
Amy,Mccarty,amy.mccarty@example.com,2025-04-10 09:12:50,2025-04-10 10:31:50,9876543210,Power Query in Excel,Jay Sudha,Attendee
Mary,Anderson,mary.anderson@example.com,2025-04-10 09:02:50,2025-04-10 10:39:50,9876543210,Power Query in Excel,Jay Sudha,Attendee
Richard,Gregory,richard.gregory@example.com,2025-04-10 09:01:00,2025-04-10 10:19:00,9876543210,Power Query in Excel,Jay Sudha,Attendee
Aaron,Smith,aaron.smith@example.com,2025-04-10 09:21:35,2025-04-10 10:38:35,9876543210,Power Query in Excel,Jay Sudha,Attendee
Aaron,Carson,aaron.carson@example.com,2025-04-10 09:00:48,2025-04-10 10:59:48,9876543210,Power Query in Excel,Jay Sudha,Host
Cheryl,Lee,cheryl.lee@example.com,2025-04-10 09:18:02,2025-04-10 10:45:02,9876543210,Power Query in Excel,Jay Sudha,Attendee
Debra,Russo,debra.russo@example.com,2025-04-10 09:10:22,2025-04-10 10:55:22,9876543210,Power Query in Excel,Jay Sudha,Attendee
Haley,White,haley.white@example.com,2025-04-10 09:04:46,2025-04-10 10:55:46,9876543210,Power Query in Excel,Jay Sudha,Attendee
Melissa,Sanders,melissa.sanders@example.com,2025-04-10 09:01:00,2025-04-10 10:59:00,9876543210,Power Query in Excel,Jay Sudha,Attendee
Andrew,Sloan,andrew.sloan@example.com,2025-04-10 09:05:33,2025-04-10 10:23:33,9876543210,Power Query in Excel,Jay Sudha,Attendee
Michelle,Anderson,michelle.anderson@example.com,2025-04-10 09:07:54,2025-04-10 10:32:54,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lisa,Newman,lisa.newman@example.com,2025-04-10 09:17:46,2025-04-10 10:53:46,9876543210,Power Query in Excel,Jay Sudha,Attendee
Monica,Ramirez,monica.ramirez@example.com,2025-04-10 09:07:51,2025-04-10 10:29:51,9876543210,Power Query in Excel,Jay Sudha,Attendee
Bobby,Harris,bobby.harris@example.com,2025-04-10 09:00:19,2025-04-10 10:43:19,9876543210,Power Query in Excel,Jay Sudha,Attendee
Angela,Potts,angela.potts@example.com,2025-04-10 09:17:43,2025-04-10 10:32:43,9876543210,Power Query in Excel,Jay Sudha,Attendee
Meghan,Ali,meghan.ali@example.com,2025-04-10 09:01:26,2025-04-10 10:42:26,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Diana,Joseph,diana.joseph@example.com,2025-04-10 09:10:22,2025-04-10 10:57:22,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Stephen,Graham,stephen.graham@example.com,2025-04-10 09:03:51,2025-04-10 10:59:51,9876543210,Power Query in Excel,Jay Sudha,Attendee
Gregory,Bennett,gregory.bennett@example.com,2025-04-10 09:02:17,2025-04-10 10:59:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Alan,Hernandez,alan.hernandez@example.com,2025-04-10 09:04:58,2025-04-10 10:54:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Matthew,Richardson,matthew.richardson@example.com,2025-04-10 09:05:41,2025-04-10 10:49:41,9876543210,Power Query in Excel,Jay Sudha,Attendee
Matthew,Oliver,matthew.oliver@example.com,2025-04-10 09:03:11,2025-04-10 10:39:11,9876543210,Power Query in Excel,Jay Sudha,Attendee
Joseph,Hernandez,joseph.hernandez@example.com,2025-04-10 09:00:42,2025-04-10 10:49:42,9876543210,Power Query in Excel,Jay Sudha,Attendee
Keith,Foster,keith.foster@example.com,2025-04-10 09:19:54,2025-04-10 10:49:54,9876543210,Power Query in Excel,Jay Sudha,Attendee
David,Wilson,david.wilson@example.com,2025-04-10 09:09:21,2025-04-10 10:54:21,9876543210,Power Query in Excel,Jay Sudha,Attendee
John,Williams,john.williams@example.com,2025-04-10 09:24:56,2025-04-10 10:57:56,9876543210,Power Query in Excel,Jay Sudha,Attendee
Melody,Chandler,melody.chandler@example.com,2025-04-10 09:01:31,2025-04-10 10:53:31,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Richard,Murphy,richard.murphy@example.com,2025-04-10 09:02:34,2025-04-10 10:57:34,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Daniel,Hoffman,daniel.hoffman@example.com,2025-04-10 09:28:18,2025-04-10 10:51:18,9876543210,Power Query in Excel,Jay Sudha,Attendee
Thomas,Randall,thomas.randall@example.com,2025-04-10 09:16:25,2025-04-10 10:55:25,9876543210,Power Query in Excel,Jay Sudha,Attendee
Matthew,Mendoza,matthew.mendoza@example.com,2025-04-10 09:03:27,2025-04-10 10:59:27,9876543210,Power Query in Excel,Jay Sudha,Attendee
Tyler,Johnson,tyler.johnson@example.com,2025-04-10 09:05:58,2025-04-10 10:58:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jessica,Kline,jessica.kline@example.com,2025-04-10 09:11:26,2025-04-10 10:47:26,9876543210,Power Query in Excel,Jay Sudha,Attendee
Courtney,Bennett,courtney.bennett@example.com,2025-04-10 09:05:41,2025-04-10 10:34:41,9876543210,Power Query in Excel,Jay Sudha,Attendee
Cameron,Miller,cameron.miller@example.com,2025-04-10 09:02:58,2025-04-10 10:41:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jeffrey,Cruz,jeffrey.cruz@example.com,2025-04-10 09:01:35,2025-04-10 10:59:35,9876543210,Power Query in Excel,Jay Sudha,Attendee
Phillip,Stone,phillip.stone@example.com,2025-04-10 09:03:20,2025-04-10 10:44:20,9876543210,Power Query in Excel,Jay Sudha,Attendee
Samantha,Kramer,samantha.kramer@example.com,2025-04-10 09:00:28,2025-04-10 10:59:28,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jeff,Miller,jeff.miller@example.com,2025-04-10 09:02:53,2025-04-10 10:59:53,9876543210,Power Query in Excel,Jay Sudha,Attendee
Vanessa,Green,vanessa.green@example.com,2025-04-10 09:15:01,2025-04-10 10:40:01,9876543210,Power Query in Excel,Jay Sudha,Attendee
Garrett,Lee,garrett.lee@example.com,2025-04-10 09:26:31,2025-04-10 10:57:31,9876543210,Power Query in Excel,Jay Sudha,Attendee
Caleb,Boyer,caleb.boyer@example.com,2025-04-10 09:01:57,2025-04-10 10:44:57,9876543210,Power Query in Excel,Jay Sudha,Attendee
Anthony,Fox,anthony.fox@example.com,2025-04-10 09:11:58,2025-04-10 10:57:58,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Erica,Wilson,erica.wilson@example.com,2025-04-10 09:06:25,2025-04-10 10:59:25,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jonathan,Davidson,jonathan.davidson@example.com,2025-04-10 09:27:10,2025-04-10 10:44:10,9876543210,Power Query in Excel,Jay Sudha,Attendee
Cindy,Garcia,cindy.garcia@example.com,2025-04-10 09:07:22,2025-04-10 10:41:22,9876543210,Power Query in Excel,Jay Sudha,Attendee
Nicholas,Payne,nicholas.payne@example.com,2025-04-10 09:31:17,2025-04-10 10:49:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Daniel,Carlson,daniel.carlson@example.com,2025-04-10 09:05:09,2025-04-10 10:46:09,9876543210,Power Query in Excel,Jay Sudha,Attendee
Eddie,Sullivan,eddie.sullivan@example.com,2025-04-10 09:04:09,2025-04-10 10:59:09,9876543210,Power Query in Excel,Jay Sudha,Host
Natalie,Simpson,natalie.simpson@example.com,2025-04-10 09:28:53,2025-04-10 10:51:53,9876543210,Power Query in Excel,Jay Sudha,Host
Martha,Bolton,martha.bolton@example.com,2025-04-10 09:11:00,2025-04-10 10:51:00,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Amy,Velazquez,amy.velazquez@example.com,2025-04-10 09:06:53,2025-04-10 10:47:53,9876543210,Power Query in Excel,Jay Sudha,Attendee
Matthew,Estes,matthew.estes@example.com,2025-04-10 09:00:19,2025-04-10 10:28:19,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lisa,Johnson,lisa.johnson@example.com,2025-04-10 09:21:43,2025-04-10 10:36:43,9876543210,Power Query in Excel,Jay Sudha,Host
Nancy,Morrison,nancy.morrison@example.com,2025-04-10 09:00:18,2025-04-10 10:58:18,9876543210,Power Query in Excel,Jay Sudha,Attendee
Megan,Aguilar,megan.aguilar@example.com,2025-04-10 09:10:38,2025-04-10 10:31:38,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jasmine,Ruiz,jasmine.ruiz@example.com,2025-04-10 09:06:07,2025-04-10 10:59:07,9876543210,Power Query in Excel,Jay Sudha,Attendee
Zachary,Sexton,zachary.sexton@example.com,2025-04-10 09:02:53,2025-04-10 10:36:53,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jeffrey,Williams,jeffrey.williams@example.com,2025-04-10 09:02:15,2025-04-10 10:28:15,9876543210,Power Query in Excel,Jay Sudha,Attendee
Katherine,West,katherine.west@example.com,2025-04-10 09:00:31,2025-04-10 10:40:31,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lauren,Melton,lauren.melton@example.com,2025-04-10 09:10:58,2025-04-10 10:26:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Tanya,Wagner,tanya.wagner@example.com,2025-04-10 09:07:51,2025-04-10 10:50:51,9876543210,Power Query in Excel,Jay Sudha,Attendee
Wayne,Berry,wayne.berry@example.com,2025-04-10 09:36:10,2025-04-10 10:58:10,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Katherine,Mooney,katherine.mooney@example.com,2025-04-10 09:35:21,2025-04-10 10:58:21,9876543210,Power Query in Excel,Jay Sudha,Attendee
Ronald,Fischer,ronald.fischer@example.com,2025-04-10 09:03:11,2025-04-10 10:59:11,9876543210,Power Query in Excel,Jay Sudha,Attendee
Amanda,George,amanda.george@example.com,2025-04-10 09:19:46,2025-04-10 10:41:46,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Megan,Compton,megan.compton@example.com,2025-04-10 09:16:27,2025-04-10 10:48:27,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Brenda,York,brenda.york@example.com,2025-04-10 09:41:28,2025-04-10 10:58:28,9876543210,Power Query in Excel,Jay Sudha,Attendee
Andrew,Mcclure,andrew.mcclure@example.com,2025-04-10 09:01:42,2025-04-10 10:59:42,9876543210,Power Query in Excel,Jay Sudha,Attendee
Kevin,Hudson,kevin.hudson@example.com,2025-04-10 09:06:12,2025-04-10 10:41:12,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Cameron,Heath,cameron.heath@example.com,2025-04-10 09:05:40,2025-04-10 10:56:40,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Kendra,Cruz,kendra.cruz@example.com,2025-04-10 09:20:40,2025-04-10 10:37:40,9876543210,Power Query in Excel,Jay Sudha,Attendee
Bryan,Davidson,bryan.davidson@example.com,2025-04-10 09:00:24,2025-04-10 10:59:24,9876543210,Power Query in Excel,Jay Sudha,Attendee
John,Blair,john.blair@example.com,2025-04-10 09:02:10,2025-04-10 10:48:10,9876543210,Power Query in Excel,Jay Sudha,Attendee
Brian,Johnson,brian.johnson@example.com,2025-04-10 09:05:42,2025-04-10 10:49:42,9876543210,Power Query in Excel,Jay Sudha,Attendee
Donald,Wu,donald.wu@example.com,2025-04-10 09:14:15,2025-04-10 10:52:15,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Jennifer,Nunez,jennifer.nunez@example.com,2025-04-10 09:20:32,2025-04-10 10:46:32,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lisa,Gomez,lisa.gomez@example.com,2025-04-10 09:01:17,2025-04-10 10:53:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Cheryl,Hughes,cheryl.hughes@example.com,2025-04-10 09:02:24,2025-04-10 10:25:24,9876543210,Power Query in Excel,Jay Sudha,Attendee
Craig,Osborne,craig.osborne@example.com,2025-04-10 09:01:36,2025-04-10 10:37:36,9876543210,Power Query in Excel,Jay Sudha,Attendee
Antonio,Williamson,antonio.williamson@example.com,2025-04-10 09:00:41,2025-04-10 10:38:41,9876543210,Power Query in Excel,Jay Sudha,Attendee
Mario,Graves,mario.graves@example.com,2025-04-10 09:21:30,2025-04-10 10:57:30,9876543210,Power Query in Excel,Jay Sudha,Attendee
James,Logan,james.logan@example.com,2025-04-10 09:23:39,2025-04-10 10:40:39,9876543210,Power Query in Excel,Jay Sudha,Attendee
Daniel,Brown,daniel.brown@example.com,2025-04-10 09:33:28,2025-04-10 10:58:28,9876543210,Power Query in Excel,Jay Sudha,Attendee
Tanner,Chen,tanner.chen@example.com,2025-04-10 09:05:58,2025-04-10 10:57:58,9876543210,Power Query in Excel,Jay Sudha,Attendee
Debra,Montes,debra.montes@example.com,2025-04-10 09:11:31,2025-04-10 10:51:31,9876543210,Power Query in Excel,Jay Sudha,Host
Kristina,Martinez,kristina.martinez@example.com,2025-04-10 09:20:13,2025-04-10 10:43:13,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lauren,Stark,lauren.stark@example.com,2025-04-10 09:06:36,2025-04-10 10:51:36,9876543210,Power Query in Excel,Jay Sudha,Attendee
April,Floyd,april.floyd@example.com,2025-04-10 09:08:17,2025-04-10 10:26:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Benjamin,Myers,benjamin.myers@example.com,2025-04-10 09:03:13,2025-04-10 10:51:13,9876543210,Power Query in Excel,Jay Sudha,Attendee
Katherine,Gibson,katherine.gibson@example.com,2025-04-10 09:12:40,2025-04-10 10:46:40,9876543210,Power Query in Excel,Jay Sudha,Attendee
Charles,Williams,charles.williams@example.com,2025-04-10 09:21:34,2025-04-10 10:57:34,9876543210,Power Query in Excel,Jay Sudha,Attendee
Todd,Santana,todd.santana@example.com,2025-04-10 09:02:43,2025-04-10 10:23:43,9876543210,Power Query in Excel,Jay Sudha,Attendee
Elizabeth,Armstrong,elizabeth.armstrong@example.com,2025-04-10 09:08:52,2025-04-10 10:53:52,9876543210,Power Query in Excel,Jay Sudha,Attendee
Jerry,Frank,jerry.frank@example.com,2025-04-10 09:07:22,2025-04-10 10:43:22,9876543210,Power Query in Excel,Jay Sudha,Attendee
Holly,Fisher,holly.fisher@example.com,2025-04-10 09:34:17,2025-04-10 10:56:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Sonia,Thomas,sonia.thomas@example.com,2025-04-10 09:10:25,2025-04-10 10:52:25,9876543210,Power Query in Excel,Jay Sudha,Attendee
Robert,Miller,robert.miller@example.com,2025-04-10 09:19:19,2025-04-10 10:55:19,9876543210,Power Query in Excel,Jay Sudha,Attendee
Robert,Garcia,robert.garcia@example.com,2025-04-10 09:07:09,2025-04-10 10:31:09,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Jessica,Johnson,jessica.johnson@example.com,2025-04-10 09:01:19,2025-04-10 10:56:19,9876543210,Power Query in Excel,Jay Sudha,Attendee
Ryan,Butler,ryan.butler@example.com,2025-04-10 09:03:48,2025-04-10 10:58:48,9876543210,Power Query in Excel,Jay Sudha,Attendee
Samantha,Rivers,samantha.rivers@example.com,2025-04-10 09:33:54,2025-04-10 10:53:54,9876543210,Power Query in Excel,Jay Sudha,Attendee
Johnny,Gomez,johnny.gomez@example.com,2025-04-10 09:24:39,2025-04-10 10:53:39,9876543210,Power Query in Excel,Jay Sudha,Attendee
Michael,Johnson,michael.johnson@example.com,2025-04-10 09:08:17,2025-04-10 10:23:17,9876543210,Power Query in Excel,Jay Sudha,Attendee
Gregory,Greer,gregory.greer@example.com,2025-04-10 09:05:56,2025-04-10 10:55:56,9876543210,Power Query in Excel,Jay Sudha,Attendee
Lori,Jones,lori.jones@example.com,2025-04-10 09:03:56,2025-04-10 10:46:56,9876543210,Power Query in Excel,Jay Sudha,Co-Host
Douglas,Smith,douglas.smith@example.com,2025-04-10 09:07:37,2025-04-10 10:59:37,9876543210,Power Query in Excel,Jay Sudha,Attendee
Emily,Mays,emily.mays@example.com,2025-04-10 09:22:29,2025-04-10 10:50:29,9876543210,Power Query in Excel,Jay Sudha,Attendee
Julie,Carter,julie.carter@example.com,2025-04-10 09:04:12,2025-04-10 10:42:12,9876543210,Power Query in Excel,Jay Sudha,Attendee
Angel,Jacobs,angel.jacobs@example.com,2025-04-10 09:23:32,2025-04-10 10:54:32,9876543210,Power Query in Excel,Jay Sudha,Attendee
